country,year,co2,gdp,label
Afghanistan,1976,0.153557886047794,0.0197445507551145,1
Albania,1976,2.01358456245734,0.0197445507551145,1
Algeria,1976,2.2925994856898395,0.10376071598989299,1
American Samoa,1976,3.7992619822795497,0.194822468587272,2
Andorra,1976,2.01358456245734,0.715124990940599,1
Angola,1976,0.451346016212362,0.0197445507551145,1
Antigua and Barbuda,1976,6.46913540647603,0.194822468587272,2
Argentina,1976,3.7992619822795497,0.194822468587272,2
Armenia,1976,3.7992619822795497,0.194822468587272,2
Aruba,1976,0.853233420262,0.06945324938928721,1
Australia,1976,12.416791776526802,0.748959416032812,3
Austria,1976,7.7212500123917405,0.5678386658100181,2
Azerbaijan,1976,7.7212500123917405,0.5678386658100181,2
"Bahamas, The",1976,33.513843745302,0.332861593650695,0
Bahrain,1976,23.171889647783605,0.0141197158924105,3
Bangladesh,1976,0.0777388348240071,0.0141197158924105,1
Barbados,1976,2.14761454698203,0.176066009350232,1
Belarus,1976,33.513843745302,0.332861593650695,0
Belgium,1976,13.2416797859736,0.724304734119583,3
Belize,1976,1.30244259784081,0.0717061406039621,1
Benin,1976,0.0777842409510843,0.0208656403182912,1
Bermuda,1976,8.82285714285714,0.726127819548872,2
Bhutan,1976,0.0101940114700004,0.8461889581833121,1
Bolivia,1976,0.89569191728963,0.05342732859047639,1
Bosnia and Herzegovina,1976,33.513843745302,0.332861593650695,0
Botswana,1976,0.771516736754885,0.0483141319661,1
Brazil,1976,1.41318065735167,0.139509639887333,1
British Virgin Islands,1976,2.37214675168654,0.23149903283047402,1
Brunei Darussalam,1976,35.825495174611895,0.8461889581833121,0
Bulgaria,1976,8.347946172669849,0.0141197158924105,2
Burkina Faso,1976,0.0333149400576854,0.015564905686389099,1
Burundi,1976,0.0233389111796482,0.011891493305873399,1
Cabo Verde,1976,0.270283218780519,0.062342896906351496,1
Cambodia,1976,0.0099045374909162,0.0246486861409044,1
Cameroon,1976,0.142576886012444,0.0378123621592424,1
Canada,1976,17.0286240723165,0.880926466044933,3
Cayman Islands,1976,5.06841741534209,0.144330243335831,2
Central African Republic,1976,0.0642683562533519,0.022591317449196,1
Chad,1976,0.0439358361863071,0.0207528822135755,1
Chile,1976,2.24072407267686,0.0961424604043232,1
China,1976,1.28528313553995,0.016540554037242,1
Colombia,1976,1.54782880044954,0.062342896906351496,1
Comoros,1976,0.151666804533047,0.062342896906351496,1
"Congo, Dem. Rep.",1976,0.144902754486646,0.040952422532284496,1
"Congo, Rep.",1976,0.7809715987691809,0.0476850478840197,1
Costa Rica,1976,0.971071555060989,0.112280763217263,1
Cote d'Ivoire,1976,0.590416608764827,0.0694383247143566,1
Croatia,1976,0.206979879258297,0.0414623140462822,1
Cuba,1976,2.8494115563586497,0.144330243335831,1
Curacao,1976,2.8494115563586497,0.144330243335831,1
Cyprus,1976,3.7477324021632703,0.115741164807939,2
Czech Republic,1976,3.7477324021632703,0.115741164807939,2
Denmark,1976,11.8549028939028,0.8787589721932971,3
Djibouti,1976,0.796673586636412,0.663485689909309,1
Dominica,1976,0.403732349783931,0.663485689909309,1
Dominican Republic,1976,1.20037693097515,0.074899062070027,1
Ecuador,1976,1.1284970047833898,0.126491164115649,1
"Egypt, Arab Rep.",1976,0.8750146964704191,0.0337774368889261,1
El Salvador,1976,0.520587836444334,0.0548152022315202,1
Equatorial Guinea,1976,0.251398360278906,0.0418008097536264,1
Eritrea,1976,0.8750146964704191,0.0337774368889261,1
Estonia,1976,5.49129460300474,0.327931267061507,2
Eswatini,1976,0.64719880838321,0.0528584253816049,1
Ethiopia,1976,0.0355319257027052,0.327931267061507,1
Faroe Islands,1976,7.90983606557377,0.686681689245868,2
Fiji,1976,0.823819143884635,0.118209413442832,1
Finland,1976,10.8512429152813,0.673969071253255,3
France,1976,9.325008950105213,0.686681689245868,2
French Polynesia,1976,1.9476685428485,0.540197363025089,1
Gabon,1976,8.63250115664093,0.455007419270187,2
"Gambia, The",1976,0.177495921550349,0.0201124878510292,1
Georgia,1976,10.6545420185253,0.413816778761535,3
Germany,1976,3.7477324021632703,0.663485689909309,2
Ghana,1976,0.2387340766360849,0.0271125578261918,1
Gibraltar,1976,2.55167500579873,0.0271125578261918,1
Greece,1976,4.67028008902771,0.339054497596312,2
Greenland,1976,4.42696177062374,0.484467632927424,2
Grenada,1976,0.521171107151057,0.339054497596312,1
Guam,1976,0.528119613721441,0.0696222015275002,1
Guatemala,1976,0.528119613721441,0.0696222015275002,1
Guinea,1976,0.194640816153748,0.0271125578261918,1
Guinea-Bissau,1976,0.1237540805929269,0.014587785674691801,1
Guyana,1976,2.3243915602817102,0.0602624847334773,1
Haiti,1976,0.129964402364803,0.0169310758822314,1
Honduras,1976,0.547036505600335,0.0414623140462822,1
"Hong Kong SAR, China",1976,2.76851195219123,0.28500146101832,1
Hungary,1976,7.54942715963511,0.0169310758822314,2
Iceland,1976,7.74528284746132,0.7583275298043269,2
India,1976,0.41369698702344,0.016109209223698098,1
Indonesia,1976,0.4613895935818189,0.0278196670212114,1
"Iran, Islamic Rep.",1976,4.6434859514777,0.201741108424826,2
Iraq,1976,4.04356203145747,0.14711495339035702,2
Ireland,1976,6.885427958184709,0.291958308695615,2
Isle of Man,1976,0.2487691697301439,0.0278196670212114,1
Israel,1976,5.55083951316162,0.7583275298043269,2
Italy,1976,6.592316217340599,0.40330993544458504,2
Jamaica,1976,3.54323477367346,0.144305345842561,2
Japan,1976,8.05943356240302,0.519762233650784,2
Jordan,1976,1.3903366648141,0.0804799847285221,1
