country,year,co2,gdp,label
Afghanistan,2008,0.158356377673251,0.03646635420423,3
Albania,2008,1.41484755272088,0.43705399247769,3
Algeria,2008,2.9941892170951,0.49236316154117904,3
American Samoa,2008,1.95693033637535,0.974082449121586,3
Andorra,2008,6.4393036012401605,4.871965876990361,2
Angola,2008,1.1559928457501798,0.408094103372417,3
Antigua and Barbuda,2008,5.62100381759843,1.6044105796313202,3
Argentina,2008,4.19534263823654,0.902087332314274,3
Armenia,2008,1.95693033637535,0.401086138084833,3
Aruba,2008,0.796349845625624,2.70836348596914,3
Australia,2008,18.2830412439057,4.96549105957389,0
Austria,2008,8.49967361637859,5.17087657541758,2
Azerbaijan,2008,3.3754022411392794,0.557460380218613,3
"Bahamas, The",2008,6.13943202979516,3.06273277467412,2
Bahrain,2008,22.222321905180603,2.30664509824376,0
Bangladesh,2008,0.288141373384069,0.0634987069668507,3
Barbados,2008,6.35836911404342,1.7092582140841401,3
Belarus,2008,6.32557670903134,0.637736973201232,2
Belgium,2008,9.98415215425847,4.810689291578799,2
Belize,2008,1.6296093500466102,0.440430819823872,3
Benin,2008,0.5001773617426409,0.11254261339807199,3
Bermuda,2008,1.6296093500466102,10.693548634197901,1
Bhutan,2008,0.59558285972088,0.18281546768491,3
Bolivia,2008,1.3393054148159098,0.17152083925524,3
Bosnia and Herzegovina,2008,5.5297167671613705,0.50909458340499,3
Botswana,2008,2.2916671016832004,0.571354393106428,3
Brazil,2008,1.9380268626479,0.883118364277674,3
British Virgin Islands,2008,5.9158714519381,1.14327459247258,3
Brunei Darussalam,2008,19.0291446373129,3.79346764481019,0
Bulgaria,2008,6.67728964769189,0.7265735496829969,2
Burkina Faso,2008,0.13002285611201,0.0643404581023036,3
Burundi,2008,0.0246120404070635,0.0198352851736367,3
Cabo Verde,2008,0.998240600940842,0.372121999284574,3
Cambodia,2008,0.28378326305376,0.0745609126957526,3
Cameroon,2008,0.4264342708966039,0.14395478041268,3
Canada,2008,16.5488028165328,4.67105055759013,0
Cayman Islands,2008,2.34137746146094,8.5188337040308,1
Central African Republic,2008,0.0608419401277868,0.046456120469500504,3
Chad,2008,0.0849458970639926,0.09293827518922611,3
Chile,2008,4.08480718064214,1.07514816046617,3
China,2008,5.43161049480808,0.34683046020797703,3
Colombia,2008,1.35577986581937,0.547253652992426,3
Comoros,2008,0.1825853167931319,0.13932160316376402,3
"Congo, Dem. Rep.",2008,0.0309545275507296,0.0327563721821663,3
"Congo, Rep.",2008,1.34862708018249,0.28924169623447904,3
Costa Rica,2008,1.68491883374041,0.690138830613085,3
Cote d'Ivoire,2008,0.324397640507023,0.173819210063268,3
Croatia,2008,5.04442879501033,1.64165868076948,3
Cuba,2008,2.34137746146094,0.541126949201186,3
Curacao,2008,2.34137746146094,0.541126949201186,3
Cyprus,2008,7.766501967513831,3.53973636837901,2
Czech Republic,2008,11.3928284018176,2.28045776774507,2
Denmark,2008,9.12330865198018,6.43220635020842,2
Djibouti,2008,0.57572568998274,0.12238523634369201,3
Dominica,2008,2.54133194030694,0.646894476681711,3
Dominican Republic,2008,2.17168835235992,0.508798321278434,3
Ecuador,2008,2.08314127798103,0.42490189697944497,3
"Egypt, Arab Rep.",2008,2.37480294892964,0.204452780415176,3
El Salvador,2008,1.12691822764955,0.29333942401921,3
Equatorial Guinea,2008,10.431683508763,2.29426101005186,2
Eritrea,2008,0.146925246393638,0.045063239891053306,3
Estonia,2008,13.6789595315199,1.82049664786762,0
Eswatini,2008,0.97147668265476,0.313738726604361,3
Ethiopia,2008,0.0829753053430935,0.0326436822761984,3
Faroe Islands,2008,5.564428999658389,5.08639537894054,2
