,CO2,GDP
0,1.7877828394142874,11.8978466796875
1,1.8166179096380002,12.3581005859375
2,1.8382370093188538,12.002779541015625
3,1.8699244866811118,12.86793701171875
4,1.9096868710227204,13.157890625
5,1.9648454606144201,14.608258056640626
6,2.066952328821107,14.84114501953125
7,2.2308272960551143,17.589044189453126
8,2.4350098863882903,19.57029052734375
9,2.7293485623482403,19.045599365234374
10,2.97780028486628,20.7549169921875
11,3.183028055956255,21.1646533203125
12,60.66058267169683,48.2703466796875
13,62.14818945502637,34.9637451171875
14,63.02605792941754,32.64825439453125
15,63.84076112444724,35.988154296875
16,64.51366471274709,39.2162060546875
17,65.24070996907105,44.7160791015625
18,65.94197347871686,49.08939453125
19,66.4808119842903,44.0031884765625
20,67.0944175552304,48.1907470703125
21,68.14115647036348,54.7485791015625
22,69.19820808416783,58.9259033203125
23,70.33131585067274,64.4144970703125
24,71.65005219326036,67.53890625
25,73.13894806392382,71.5400537109375
26,74.58272587790049,75.80138671875
27,76.06001996255877,80.400927734375
28,77.412272575828,85.685615234375
29,78.75936883976159,91.501298828125
30,80.26244467109802,99.12162109375
31,81.75907506576492,103.13916015625
32,83.32402708912892,107.494814453125
33,85.09394399858425,110.527939453125
34,86.73624126198273,112.27966796875
35,88.47006372608864,113.612685546875
36,27.332515225799483,87.463408203125
37,29.087552508756332,84.313779296875
38,30.86656292504603,83.837587890625
39,32.69146458856797,80.2736572265625
40,34.60997881555278,77.9207421875
41,36.725225927536385,79.351689453125
42,38.88066747989704,81.1694970703125
43,40.8182723178569,80.7474951171875
44,43.192734508490204,83.60140625
45,45.23419616297048,85.063349609375
46,47.0652675392469,87.104443359375
47,48.93106232347454,88.550087890625
48,50.92216503380325,92.32416015625
49,52.94982349263332,97.716728515625
50,54.90632793078893,100.5842578125
51,57.277490269351475,105.048447265625
52,59.509019452389,105.274091796875
53,61.9231432931599,107.177705078125
54,64.35129801924026,107.96888671875
55,67.0278284688906,107.8234765625
56,69.6515377904371,109.706923828125
57,72.31966548059744,110.78228515625
58,75.17270233930859,112.335166015625
59,78.12204533193328,113.190830078125
60,3.249962748307503,57.834296875
61,3.392255474987248,56.497822265625
62,3.5373691586107805,51.482548828125
63,3.698890727066775,37.88509521484375
64,3.8074782797273774,37.17365234375
65,4.115127019490608,41.39640625
66,4.408026421207213,45.51650390625
67,4.614485346267372,47.2815673828125
68,4.8187176274503125,47.9268408203125
69,5.075264266442875,47.4066943359375
70,5.34265215247627,47.2796630859375
71,5.614391777995817,47.668369140625
72,5.968381173647904,52.4083935546875
73,6.220958466730171,52.1820751953125
74,6.746419138032786,55.9324365234375
75,7.280460497512896,62.1022216796875
76,7.901485479201754,66.8110107421875
77,8.603311327743047,73.41865234375
78,9.31943924113378,78.6437451171875
79,10.093975841459045,76.4349560546875
80,10.905027389512378,76.9243408203125
81,11.757250072894742,76.754462890625
82,12.706999611986708,80.366923828125
83,13.640675611250188,81.4052587890625
84,80.67287479731519,141.44763671875
85,83.25483311278994,152.217919921875
86,85.91863748348231,162.09326171875
87,88.50656677459384,173.1203515625
88,91.19230942310709,180.92021484375
89,93.99969167431438,173.62521484375
90,96.96082391689727,181.04697265625
91,99.98522519662464,193.47537109375
92,103.04940716960053,198.66244140625
93,106.28570912205008,189.8116796875
94,109.41375465669125,186.25283203125
95,112.35822856698123,176.10755859375
96,115.0915065018882,155.230390625
97,118.04975891401155,167.14669921875
98,121.50047949566074,180.32611328125
99,125.0476794954498,194.26439453125
100,128.88436971589607,207.7765234375
101,132.71307862537898,224.241171875
102,136.8463391312713,231.0345703125
103,140.77839691210244,215.1989453125
104,144.88149142354928,235.2126953125
105,149.06238451245275,246.4762890625
106,153.27494237680344,241.188671875
107,157.45275042903458,244.2413671875
108,89.38252611340029,51.8006103515625
109,92.00377166585925,46.1694482421875
110,94.11238679517736,27.3578662109375
111,95.03850357619524,25.54172119140625
112,96.01436124625019,27.57231689453125
113,97.24910977248803,30.082333984375
114,98.18256380488327,32.34069580078125
115,99.3583503358606,33.789443359375
116,100.58016291496146,36.54052978515625
117,101.67693292030948,37.98673828125
118,102.93262287765121,40.4825
119,104.20316428631286,44.643857421875
120,105.30973767375217,50.815185546875
121,106.5525352017951,58.2371630859375
122,107.88007994334768,64.7214208984375
123,109.45397592996002,74.1987109375
124,111.03701461875676,84.644853515625
125,112.87131307703844,97.084150390625
126,114.8762949703809,104.675302734375
127,116.44557410997929,90.523837890625
128,117.97508226130196,92.86197265625
129,119.76214696153778,97.252783203125
130,121.82951473294614,103.97654296875
131,123.8201875295139,106.912763671875
132,123.8201875295139,370.3503125
133,123.8201875295139,384.5520703125
134,123.8201875295139,385.5909765625
135,123.8201875295139,389.483125
136,123.8201875295139,398.3051953125
137,123.8201875295139,390.0478515625
138,123.8201875295139,380.97984375
139,123.8201875295139,397.1409375
140,123.8201875295139,396.55921875
141,123.8201875295139,393.670234375
142,123.8201875295139,414.9963671875
143,123.8201875295139,393.883515625
144,123.8201875295139,372.5666015625
145,123.8201875295139,372.0005859375
146,123.8201875295139,394.4066796875
147,123.8201875295139,394.0719140625
148,123.8201875295139,395.0446875
149,123.8201875295139,400.583125
150,123.8201875295139,399.6827734375
151,123.8201875295139,357.3198828125
152,123.8201875295139,343.4315234375
153,123.8201875295139,353.9260546875
154,123.8201875295139,347.3249609375
155,123.8201875295139,359.801640625
156,288.06670548384596,310.16416015625
157,298.8344443738577,305.0260546875
158,309.77258226395406,302.5941796875
159,320.901438961902,311.73474609375
160,332.3649193677007,320.7302734375
161,344.13165074791766,329.0276953125
