country,year,co2,gdp,label
Afghanistan,1971,0.165208248913986,0.0159567508996258,2
Albania,1971,1.9894979233065504,0.0159567508996258,2
Algeria,1971,1.25527026738988,0.034138891847622,2
American Samoa,1971,3.66615896312069,0.137237417356256,2
Andorra,1971,1.9894979233065504,0.34965320229667,2
Angola,1971,0.564505062620433,0.0159567508996258,2
Antigua and Barbuda,1971,6.609876619945919,0.137237417356256,2
Argentina,1971,3.66615896312069,0.137237417356256,2
Armenia,1971,3.66615896312069,0.137237417356256,2
Aruba,1971,3.862100871438,0.0356228995377849,2
Australia,1971,11.8091175697612,0.349557929420671,1
Austria,1971,6.953651911970461,0.238097845801742,2
Azerbaijan,1971,6.953651911970461,0.238097845801742,2
"Bahamas, The",1971,38.7167584850541,0.329741106651178,0
Bahrain,1971,13.798416783546902,0.0133551418941349,1
Bangladesh,1971,0.352141847216234,0.0133551418941349,2
Barbados,1971,2.01606877335033,0.050131681417886605,2
Belarus,1971,38.7167584850541,0.329741106651178,0
Belgium,1971,12.5634251757595,0.308292798879126,1
Belize,1971,1.14598341279699,0.047443661263007905,2
Benin,1971,0.0985562265355316,0.0112569975631646,2
Bermuda,1971,4.23115384615385,0.38663003663003703,2
Bhutan,1971,0.01194629866724,0.14558875762271,2
Bolivia,1971,0.668291299921951,0.0239127498743471,2
Bosnia and Herzegovina,1971,38.7167584850541,0.329741106651178,0
Botswana,1971,0.01194629866724,0.0197194221583846,2
Brazil,1971,1.0528578193712,0.050131681417886605,2
British Virgin Islands,1971,2.19756292449061,0.11056226782717099,2
Brunei Darussalam,1971,55.4082640485878,0.14558875762271,0
Bulgaria,1971,7.53255267592467,0.0133551418941349,2
Burkina Faso,1971,0.0262689271964913,0.008428782858432071,2
Burundi,1971,0.0207762039660057,0.00716267098340753,2
Cabo Verde,1971,0.135156552346903,0.0355407517381591,2
Cambodia,1971,0.0349255704769428,0.0135848785288079,2
Cameroon,1971,0.121143245119071,0.018490347579035303,2
Canada,1971,16.055332175092,0.45201628781257003,1
Cayman Islands,1971,4.58948685857322,0.0779723789358404,2
Central African Republic,1971,0.0996187484277515,0.010945335922871299,2
Chad,1971,0.0403487316397531,0.013468633252971401,2
Chile,1971,2.7251570898736297,0.109468225322923,2
China,1971,1.04223969658961,0.0118654577785346,2
Colombia,1971,1.3782091178674298,0.0355407517381591,2
Comoros,1971,0.125022906944533,0.0355407517381591,2
"Congo, Dem. Rep.",1971,0.144083206907273,0.027206542945073,2
"Congo, Rep.",1971,0.502037863929113,0.023583728081054703,2
Costa Rica,1971,0.8064764349914609,0.05680964468111709,2
Cote d'Ivoire,1971,0.5078589946769729,0.0297280360552613,2
Croatia,1971,0.2164143656282399,0.0261246370337279,2
Cuba,1971,2.21101225100746,0.0779723789358404,2
Curacao,1971,2.21101225100746,0.0779723789358404,2
Cyprus,1971,3.03585027220307,0.0779723789358404,2
Czech Republic,1971,3.03585027220307,0.0779723789358404,2
Denmark,1971,11.4972271507917,0.38455060887917497,1
Djibouti,1971,0.952624991143755,0.319213361563743,2
Dominica,1971,0.358660872724224,0.319213361563743,2
Dominican Republic,1971,0.761580540464842,0.0360152852631028,2
Ecuador,1971,0.676180459104645,0.0440857157381467,2
"Egypt, Arab Rep.",1971,0.6526720945811341,0.0243806822262497,2
El Salvador,1971,0.400737388794873,0.0314615682509032,2
Equatorial Guinea,1971,0.220865177412231,0.0217321465999217,2
Eritrea,1971,0.6526720945811341,0.0243806822262497,2
Estonia,1971,3.75994979034019,0.136216552414021,2
Eswatini,1971,0.900274562535615,0.030736887191688697,2
Ethiopia,1971,0.0633135204530808,0.136216552414021,2
Faroe Islands,1971,6.598666869424171,0.31690363230562496,2
Fiji,1971,1.03466372723476,0.0466025348313778,2
Finland,1971,8.799132243625712,0.271619009222861,2
France,1971,8.829916240415551,0.31690363230562496,2
French Polynesia,1971,1.9876207544695497,0.259311532869876,2
Gabon,1971,4.73785230965955,0.0635501147268439,2
"Gambia, The",1971,0.115047709085433,0.0116561199765288,2
Georgia,1971,11.8230362899475,0.264980151387223,1
Germany,1971,3.03585027220307,0.319213361563743,2
Ghana,1971,0.255820663356308,0.0269368235183225,2
Gibraltar,1971,2.78119074706105,0.0269368235183225,2
Greece,1971,3.1495959250987102,0.165232595586747,2
Greenland,1971,9.94440677966102,0.187650323874687,2
Grenada,1971,0.505997112894323,0.165232595586747,2
Guam,1971,0.436925391126283,0.0355090371107723,2
Guatemala,1971,0.436925391126283,0.0355090371107723,2
Guinea,1971,0.192768933208558,0.0269368235183225,2
Guinea-Bissau,1971,0.102093799896709,0.010933259990791101,2
Guyana,1971,2.10149449896593,0.039520291893891404,2
Haiti,1971,0.084791919574117,0.0076263748968663095,2
Honduras,1971,0.475718918918919,0.0261246370337279,2
"Hong Kong SAR, China",1971,2.26439720169085,0.110646971695915,2
Hungary,1971,6.68245804186664,0.0076263748968663095,2
Iceland,1971,7.1525876039554,0.325209917788448,2
India,1971,0.362529741747863,0.0118603241475547,2
Indonesia,1971,0.330738850628841,0.0079178187985947,2
"Iran, Islamic Rep.",1971,3.47394401457052,0.0468956940070174,2
Iraq,1971,2.81429121497744,0.0376891764600513,2
Ireland,1971,7.51894019150749,0.17039321827731702,2
Isle of Man,1971,0.323946218719908,0.0079178187985947,2
Israel,1971,5.2943880742913,0.325209917788448,2
Italy,1971,5.762318226546871,0.23056097505960702,2
Jamaica,1971,3.0213623934702905,0.080863355456937,2
Japan,1971,7.5455610282221794,0.227207780221047,2
Jordan,1971,0.91614548586027,0.0374886144798635,2
