country,year,co2,gdp,label
Albania,1992,63.02605792941754,32.64825439453125,1
Algeria,1992,30.86656292504603,83.837587890625,1
Angola,1992,3.5373691586107805,51.482548828125,1
Argentina,1992,85.91863748348231,162.09326171875,1
Armenia,1992,94.11238679517736,27.3578662109375,1
Aruba,1992,123.8201875295139,385.5909765625,2
Australia,1992,309.77258226395406,302.5941796875,0
Austria,1992,400.3755351040207,387.744921875,0
Azerbaijan,1992,148.87946427106044,56.9018115234375,1
Bahamas,1992,272.56900025366843,338.5580859375,0
Bahrain,1992,177.2336573083201,434.3026953125,2
Bangladesh,1992,1.402071632197451,15.823135986328126,1
Barbados,1992,73.0737550375486,125.794677734375,1
Belarus,1992,337.3385800288077,79.23650390625,0
Belgium,1992,799.8014010036093,364.269921875,0
Belize,1992,14.682326931048777,58.5282861328125,1
Benin,1992,0.9238195641025027,21.7950732421875,1
Bhutan,1992,1.4411282437967678,29.79907470703125,1
Bolivia,1992,10.303999882200014,47.055869140625,1
Botswana,1992,8.7313184523719,87.99828125,1
Brazil,1992,23.7468938524235,102.112978515625,1
Bulgaria,1992,360.31965821644593,108.400791015625,0
Burkina Faso,1992,0.46442826735148757,10.54253662109375,1
Burundi,1992,0.32764716232713936,12.021063232421875,1
Cameroon,1992,2.6488435272576267,29.68999755859375,1
Cape Verde,1992,4.2608501405211845,18.68638427734375,1
Central African Republic,1992,0.875423183197996,10.606383056640626,1
Chad,1992,0.31878280107304985,11.0379736328125,1
Chile,1992,54.48521697372638,114.210380859375,1
China,1992,33.90248232774649,17.316572265625,1
Colombia,1992,27.396201651909635,84.78203125,1
Comoros,1992,1.3705397156221393,29.64216796875,1
Congo,1992,4.3261764825388935,50.4035791015625,1
Costa Rica,1992,12.875569334560163,105.2834765625,1
Cyprus,1992,72.84418308445626,263.8594140625,2
Denmark,1992,455.1452125296718,401.08890625,0
Dominica,1992,15.212725297991394,80.2602294921875,1
Dominican Republic,1992,16.563313548234493,67.060263671875,1
Ecuador,1992,19.7753576467974,84.32619140625,1
Egypt,1992,14.079065301885521,61.5292919921875,1
El Salvador,1992,10.123819359660828,55.8824609375,1
Equatorial Guinea,1992,1.2797359616169963,12.99925537109375,1
Ethiopia,1992,0.4423431886698196,6.057706909179688,1
Fiji,1992,21.652645934568483,85.385732421875,1
Finland,1992,289.0900479989604,296.48744140625,0
France,1992,437.0483247246011,342.6854296875,0
Gabon,1992,52.845499273333694,177.0452734375,1
Gambia,1992,1.3445538641651564,22.4561083984375,1
Georgia,1992,126.8844346935478,47.6999658203125,1
Germany,1992,824.9049327584796,387.349375,0
Ghana,1992,2.8565498372409737,24.818701171875,1
Greece,1992,143.78236790454204,247.0023828125,2
Grenada,1992,15.072179084487955,87.84025390625,1
Guatemala,1992,6.32621144426434,57.3064599609375,1
Guinea,1992,2.0636756105503142,15.1111376953125,1
Guyana,1992,59.78556890714531,54.9584228515625,1
Haiti,1992,1.9032992329043532,32.8499755859375,1
Honduras,1992,5.505393439574575,38.6611572265625,1
Hong Kong,1992,67.6339453308345,318.03287109375,2
Hungary,1992,347.55037027048826,159.348310546875,0
India,1992,8.67134562178168,18.561705322265624,1
Indonesia,1992,11.917951520373554,49.8678369140625,1
Iran,1992,58.28646827456898,95.6863671875,1
Iraq,1992,29.43094025137741,34.07577392578125,1
Ireland,1992,214.27939389728553,275.0037109375,2
Italy,1992,215.99090001716536,374.07109375,0
Jamaica,1992,69.60120776253044,90.307138671875,1
Japan,1992,251.41141339159776,340.9934375,0
Jordan,1992,13.466181469942633,82.538955078125,1
Kazakhstan,1992,399.50099783493124,112.94736328125,0
Kenya,1992,2.845362824297195,33.6475537109375,1
Kiribati,1992,5.556083881980005,20.84521484375,1
Kyrgyzstan,1992,99.1430339200404,39.78909912109375,1
Laos,1992,1.2203335557924024,20.46655517578125,1
Lebanon,1992,37.08547783419212,119.76337890625,1
Lesotho,1992,1.989451931521256,14.618333740234375,1
